ID,date,home_team,away_team,home_score,away_score,competition,stadium,city,country,neutral,world_cup,winner
1510,1998-01-24,Italy,Scotland,25,21,,Stadio Comunale Monigo,Treviso,Italy,False,False,home_team
1511,1998-02-07,Ireland,Scotland,16,17,1998 Five Nations Championship,Lansdowne Road,Dublin,Ireland,False,False,away_team
1512,1998-02-07,France,England,24,17,1998 Five Nations Championship,Stade de France,Saint-Denis,France,False,False,home_team
1513,1998-02-07,Wales,Italy,23,20,,Stradey Park,Llanelli,Wales,False,False,home_team
1514,1998-02-21,Scotland,France,16,51,1998 Five Nations Championship,Murrayfield,Edinburgh,Scotland,False,False,away_team
1515,1998-02-21,England,Wales,60,26,1998 Five Nations Championship,Twickenham,London,England,False,False,home_team
1516,1998-03-07,France,Ireland,18,16,1998 Five Nations Championship,Stade de France,Saint-Denis,France,False,False,home_team
1517,1998-03-07,Wales,Scotland,19,13,1998 Five Nations Championship,Wembley Stadium,London,England,True,False,home_team
1518,1998-03-21,Ireland,Wales,21,30,1998 Five Nations Championship,Lansdowne Road,Dublin,Ireland,False,False,away_team
1519,1998-03-22,Scotland,England,20,34,1998 Five Nations Championship,Murrayfield Stadium,Edinburgh,Scotland,False,False,away_team
1520,1998-04-04,England,Ireland,35,17,1998 Five Nations Championship,Twickenham,London,England,False,False,home_team
1521,1998-04-05,Wales,France,0,51,1998 Five Nations Championship,Wembley Stadium,London,England,True,False,away_team
1522,1998-06-06,Australia,England,76,0,"1998 England tour of Australia, New Zealand and South Africa",Lang Park,Brisbane,Australia,False,False,home_team
1523,1998-06-13,Argentina,France,18,35,1998 France tour of Argentina and Fiji,José Amalfitani Stadium,Buenos Aires,Argentina,False,False,away_team
1524,1998-06-13,Australia,Scotland,45,3,1998 Scotland tour of Australia and Fiji,Sydney Football Stadium,Sydney,Australia,False,False,home_team
1525,1998-06-13,South Africa,Ireland,37,13,1998 Ireland rugby union tour of South Africa,Vodacom Park,Bloemfontein,South Africa,False,False,home_team
1526,1998-06-20,New Zealand,England,64,22,1998 England rugby union tour of Australasia and South Africa,Carisbrook,Dunedin,New Zealand,False,False,home_team
1527,1998-06-20,Argentina,France,12,37,1998 France tour of Argentina and Fiji,José Amalfitani Stadium,Buenos Aires,Argentina,False,False,away_team
1528,1998-06-20,Australia,Scotland,33,11,1998 Scotland tour of Australia and Fiji,Lang Park,Brisbane,Australia,False,False,home_team
1529,1998-06-20,South Africa,Ireland,33,0,1998 Ireland rugby union tour of South Africa,Loftus Versfeld,Pretoria,South Africa,False,False,home_team
1530,1998-06-27,South Africa,Wales,96,13,1998 Wales tour of Zimbabwe and South Africa,Loftus Versfeld,Pretoria,South Africa,False,False,home_team
1531,1998-06-27,New Zealand,England,40,10,1998 England rugby union tour of Australasia and South Africa,Eden Park,Auckland,New Zealand,False,False,home_team
1532,1998-07-04,South Africa,England,18,0,1998 England rugby union tour of Australasia and South Africa,Newlands,Cape Town,South Africa,False,False,home_team
1533,1998-07-11,Australia,New Zealand,24,16,1998 Tri Nations Series,Melbourne Cricket Ground,Melbourne,Australia,False,False,home_team
1534,1998-07-18,Australia,South Africa,13,14,1998 Tri Nations Series,Subiaco Oval,Perth,Australia,False,False,away_team
1535,1998-07-25,New Zealand,South Africa,3,13,1998 Tri Nations Series,Athletic Park,Wellington,New Zealand,False,False,away_team
1536,1998-08-01,New Zealand,Australia,23,27,1998 Tri Nations Series,Lancaster Park,Christchurch,New Zealand,False,False,away_team
1537,1998-08-15,South Africa,New Zealand,24,23,1998 Tri Nations Series,Kings Park Stadium,Durban,South Africa,False,False,home_team
1538,1998-08-22,South Africa,Australia,29,15,1998 Tri Nations Series,Ellis Park Stadium,Johannesburg,South Africa,False,False,home_team
1539,1998-08-29,Australia,New Zealand,19,14,1998 Bledisloe Cup III,Sydney Football Stadium,Sydney,Australia,False,False,home_team
1540,1998-11-07,Italy,Argentina,23,19,1998 Argentina rugby union tour of Japan and Europe,Stadio Comunale Beltrametti,Piacenza,Italy,False,False,home_team
1541,1998-11-14,Wales,South Africa,20,28,1998 South Africa tour of Great Britain and Ireland,Wembley Stadium,London,England,True,False,away_team
1542,1998-11-14,France,Argentina,34,14,1998 Argentina tour of Japan and Europe,Stade de la Beaujoire,Nantes,France,False,False,home_team
1543,1998-11-21,Scotland,South Africa,10,35,1998 South Africa rugby union tour of Britain and Ireland,Murrayfield,Edinburgh,Scotland,False,False,away_team
1544,1998-11-21,France,Australia,21,32,1998 Australia tour of France and England,Stade de France,Saint-Denis,France,False,False,away_team
1545,1998-11-21,Wales,Argentina,43,30,1998 Autumn International,Stradey Park,Llanelli,Wales,False,False,home_team
1546,1998-11-22,England,Italy,23,15,1999 Rugby World Cup European qualification,Galpharm Stadium,Huddersfield,England,False,False,home_team
1547,1998-11-28,Ireland,South Africa,13,27,1998 South Africa rugby union tour of Britain and Ireland,Lansdowne Road,Dublin,Ireland,False,False,away_team
1548,1998-11-28,England,Australia,11,12,1998 Autumn International,Twickenham Stadium,London,England,False,False,away_team
1549,1998-12-05,England,South Africa,13,7,1998 South Africa rugby union tour of Britain and Ireland,Twickenham,London,England,False,False,home_team
1550,1999-02-06,Scotland,Wales,33,20,1999 Five Nations Championship,Murrayfield Stadium,Edinburgh,Scotland,False,False,home_team
1551,1999-02-06,Ireland,France,9,10,1999 Five Nations Championship,Lansdowne Road,Dublin,Ireland,False,False,away_team
1552,1999-02-20,Wales,Ireland,23,29,1999 Five Nations Championship,Wembley Stadium,London,England,True,False,away_team
1553,1999-02-20,England,Scotland,24,21,1999 Five Nations Championship,Twickenham Stadium,London,England,False,False,home_team
1554,1999-03-06,France,Wales,33,34,1999 Five Nations Championship,Stade de France,Paris,France,False,False,away_team
1555,1999-03-06,Ireland,England,15,27,1999 Five Nations Championship,Lansdowne Road,Dublin,Ireland,False,False,away_team
1556,1999-03-06,Scotland,Italy,30,12,,Murrayfield,Edinburgh,Scotland,False,False,home_team
1557,1999-03-20,England,France,21,10,1999 Five Nations Championship,Twickenham,London,England,False,False,home_team
1558,1999-03-20,Italy,Wales,21,60,,Stadio Comunale di Monigo,Treviso,Italy,False,False,away_team
1559,1999-03-20,Scotland,Ireland,30,13,1999 Five Nations Championship,Murrayfield Stadium,Edinburgh,Scotland,False,False,home_team
1560,1999-04-10,Ireland,Italy,39,30,,Lansdowne Road,Dublin,Ireland,False,False,home_team
1561,1999-04-10,France,Scotland,22,36,1999 Five Nations Championship,Stade de France,Saint-Denis,France,False,False,away_team
1562,1999-04-11,England,Wales,32,31,1999 Five Nations Championship,Wembley Stadium,London,England,False,False,home_team
1563,1999-06-05,Argentina,Wales,26,36,1999 Wales tour of Argentina,Ferrocaril Oeste,Buenos Aires,Argentina,False,False,away_team
1564,1999-06-12,Argentina,Wales,16,23,1999 Wales tour of Argentina,Ferrocaril Oeste,Buenos Aires,Argentina,False,False,away_team
1565,1999-06-12,South Africa,Italy,74,3,1999 Italy rugby union tour of South Africa,Boet Erasmus Stadium,Port Elizabeth,South Africa,False,False,home_team
1566,1999-06-12,Australia,Ireland,46,10,1999 Ireland tour of Australia,Ballymore Stadium,Brisbane,Australia,False,False,home_team
1567,1999-06-19,South Africa,Italy,101,0,1999 Italy rugby union tour of South Africa,Kings Park Stadium,Durban,South Africa,False,False,home_team
1568,1999-06-19,Australia,Ireland,32,26,1999 Ireland tour of Australia,Subiaco Oval,Perth,Australia,False,False,home_team
1569,1999-06-26,Australia,England,22,15,1999 England tour of Australia,Stadium Australia,Sydney,Australia,False,False,home_team
1570,1999-06-26,Wales,South Africa,29,19,,Millennium Stadium,Cardiff,Wales,False,False,home_team
1571,1999-06-26,New Zealand,France,54,7,1999 French tour,Athletic Park,Wellington,New Zealand,False,False,home_team
1572,1999-07-10,New Zealand,South Africa,28,0,1999 Tri Nations Series,Carisbrook,Dunedin,New Zealand,False,False,home_team
1573,1999-07-17,Australia,South Africa,32,6,1999 Tri Nations Series,Lang Park,Brisbane,Australia,False,False,home_team
1574,1999-07-24,New Zealand,Australia,34,15,1999 Tri Nations Series,Eden Park,Auckland,New Zealand,False,False,home_team
1575,1999-08-07,South Africa,New Zealand,18,34,1999 Tri Nations Series,Loftus Versfeld Stadium,Pretoria,South Africa,False,False,away_team
1576,1999-08-14,South Africa,Australia,10,9,1999 Tri Nations Series,Newlands Stadium,Cape Town,South Africa,False,False,home_team
1577,1999-08-21,Scotland,Argentina,22,31,1999 Rugby World Cup warm-up match,Murrayfield Stadium,Edinburgh,Scotland,False,False,away_team
1578,1999-08-28,Wales,France,34,23,1999 Rugby World Cup warm-up match,Millennium Stadium,Cardiff,Wales,False,False,home_team
1579,1999-08-28,Australia,New Zealand,28,7,1999 Tri Nations Series,Stadium Australia,Sydney,Australia,False,False,home_team
1580,1999-08-28,Ireland,Argentina,32,24,1999 Rugby World Cup warm-up,Lansdowne Road,Dublin,Ireland,False,False,home_team
1581,1999-10-01,Wales,Argentina,23,18,1999 Rugby World Cup Pool match,Millennium Stadium,Cardiff,Wales,False,True,home_team
1582,1999-10-02,England,Italy,67,7,1999 Rugby World Cup Pool Stage,Twickenham,London,England,False,True,home_team
1583,1999-10-03,Scotland,South Africa,29,46,1999 Rugby World Cup,Murrayfield,Edinburgh,Scotland,False,True,away_team
1584,1999-10-09,England,New Zealand,16,30,1999 Rugby World Cup Pool Stage,Twickenham,London,England,False,True,away_team
1585,1999-10-10,Ireland,Australia,3,23,1999 Rugby World Cup Pool match,Lansdowne Road,Dublin,Ireland,False,True,away_team
1586,1999-10-14,New Zealand,Italy,101,3,1999 Rugby World Cup,McAlpine Stadium,Huddersfield,England,True,True,home_team
1587,1999-10-20,Argentina,Ireland,28,24,1999 Rugby World Cup,Stade Félix Bollaert,Lens,France,True,True,home_team
1588,1999-10-23,Wales,Australia,9,24,1999 Rugby World Cup Quarter-finals,Millennium Stadium,Cardiff,Wales,False,True,away_team
1589,1999-10-24,England,South Africa,21,44,1999 Rugby World Cup Quarter-final,Stade de France,Paris,France,True,True,away_team
1590,1999-10-24,Scotland,New Zealand,18,30,1999 Rugby World Cup Quarter Final,Murrayfield,Edinburgh,Scotland,False,True,away_team
1591,1999-10-24,Argentina,France,26,47,1999 Rugby World Cup,Lansdowne Road,Dublin,Ireland,True,True,away_team
1592,1999-10-30,Australia,South Africa,27,21,1999 Rugby World Cup Semi-final,Twickenham,London,England,True,True,home_team
1593,1999-10-31,New Zealand,France,31,43,1999 Rugby World Cup,Twickenham,London,England,True,True,away_team
1594,1999-11-04,South Africa,New Zealand,22,18,1999 Rugby World Cup,Millennium Stadium,Cardiff,Wales,True,True,home_team
1595,1999-11-06,Australia,France,35,12,1999 Rugby World Cup Final,Millennium Stadium,Cardiff,Wales,True,True,home_team
1596,2000-02-05,England,Ireland,50,18,2000 Six Nations Championship,Twickenham,London,England,False,False,home_team
1597,2000-02-05,Wales,France,3,36,2000 Six Nations Championship,Millennium Stadium,Cardiff,Wales,False,False,away_team
1598,2000-02-05,Italy,Scotland,34,20,2000 Six Nations Championship,Stadio Flaminio,Rome,Italy,False,False,home_team
1599,2000-02-19,Ireland,Scotland,44,22,2000 Six Nations Championship,Lansdowne Road,Dublin,Ireland,False,False,home_team
1600,2000-02-19,France,England,9,15,2000 Six Nations Championship,Stade de France,Saint-Denis,France,False,False,away_team
1601,2000-02-19,Wales,Italy,47,16,2000 Six Nations,Millennium Stadium,Cardiff,Wales,False,False,home_team
1602,2000-03-04,Scotland,France,16,28,2000 Six Nations Championship,Murrayfield,Edinburgh,Scotland,False,False,away_team
1603,2000-03-04,Ireland,Italy,60,13,2000 Six Nations Championship,Lansdowne Road,Dublin,Ireland,False,False,home_team
1604,2000-03-04,England,Wales,46,12,2000 Six Nations Championship,Twickenham,London,England,False,False,home_team
1605,2000-03-18,Wales,Scotland,26,18,2000 Six Nations Championship,Millennium Stadium,Cardiff,Wales,False,False,home_team
1606,2000-03-18,Italy,England,12,59,2000 Six Nations Championship,Stadio Flaminio,Rome,Italy,False,False,away_team
1607,2000-03-19,France,Ireland,25,27,2000 Six Nations Championship,Stade de France,Saint-Denis,France,False,False,away_team
1608,2000-04-01,France,Italy,42,31,2000 Six Nations Championship,Stade de France,Saint-Denis,France,False,False,home_team
1609,2000-04-01,Ireland,Wales,19,23,2000 Six Nations Championship,Lansdowne Road,Dublin,Ireland,False,False,away_team
1610,2000-04-02,Scotland,England,19,13,2000 Six Nations Championship,Murrayfield Stadium,Edinburgh,Scotland,False,False,home_team
1611,2000-06-03,Argentina,Ireland,34,23,2000 Ireland rugby union tour of The Americas,Estadio Ricardo Etcheverry,Buenos Aires,Argentina,False,False,home_team
1612,2000-06-17,South Africa,England,18,13,2000 England rugby union tour of South Africa,Loftus Versfeld,Pretoria,South Africa,False,False,home_team
1613,2000-06-17,Australia,Argentina,53,6,2000 Argentina tour of Australia and England,Ballymore Stadium,Brisbane,Australia,False,False,home_team
1614,2000-06-24,New Zealand,Scotland,69,20,2000 Scotland rugby union tour of New Zealand,Carisbrook,Dunedin,New Zealand,False,False,home_team
1615,2000-06-24,South Africa,England,22,27,2000 England rugby union tour of South Africa,Free State Stadium,Bloemfontein,South Africa,False,False,away_team
1616,2000-06-24,Australia,Argentina,32,25,2000 Argentina tour of Australia and England,Canberra Stadium,Canberra,Australia,False,False,home_team
1617,2000-07-01,New Zealand,Scotland,48,14,2000 Scotland rugby union tour of New Zealand,Eden Park,Auckland,New Zealand,False,False,home_team
1618,2000-07-08,Australia,South Africa,44,23,2000 Summer International,Docklands Stadium,Melbourne,Australia,False,False,home_team
1619,2000-07-15,Australia,New Zealand,35,39,2000 Tri Nations Series,Stadium Australia,Sydney,Australia,False,False,away_team
1620,2000-07-22,New Zealand,South Africa,25,12,2000 Tri Nations Series,Lancaster Park,Christchurch,New Zealand,False,False,home_team
1621,2000-07-29,Australia,South Africa,26,6,2000 Tri Nations Series,Stadium Australia,Sydney,Australia,False,False,home_team
1622,2000-08-05,New Zealand,Australia,23,24,2000 Tri Nations Series,Wellington Regional Stadium,Wellington,New Zealand,False,False,away_team
1623,2000-08-19,South Africa,New Zealand,46,40,2000 Tri Nations Series,Ellis Park,Johannesburg,South Africa,False,False,home_team
1624,2000-08-26,South Africa,Australia,18,19,2000 Tri Nations Series,Kings Park Stadium,Durban,South Africa,False,False,away_team
1625,2000-11-04,France,Australia,13,18,2000 Australia tour of Great Britain and France,Stade de France,Saint-Denis,France,False,False,away_team
1626,2000-11-11,Scotland,Australia,9,30,2000 Autumn International,Murrayfield Stadium,Edinburgh,Scotland,False,False,away_team
1627,2000-11-11,France,New Zealand,26,39,2000 end of year test,Stade de France,Saint-Denis,France,False,False,away_team
1628,2000-11-12,Argentina,South Africa,33,37,"2000 South Africa tour of Argentina, Great Britain and Ireland",River Plate Stadium,Buenos Aires,Argentina,False,False,away_team
1629,2000-11-18,England,Australia,22,19,2000 Autumn International,Twickenham Stadium,London,England,False,False,home_team
1630,2000-11-18,France,New Zealand,42,33,2000 end of year test,Stade Vélodrome,Marseilles,France,False,False,home_team
1631,2000-11-19,Ireland,South Africa,18,28,2000 end-of-year test,Lansdowne Road,Dublin,Ireland,False,False,away_team
1632,2000-11-25,England,Argentina,19,0,2000 Autumn International,Twickenham,London,England,False,False,home_team
1633,2000-11-25,Italy,New Zealand,19,56,2000 end-of-year internationals,Stadio Luigi Ferraris,Genoa,Italy,False,False,away_team
1634,2000-11-26,Wales,South Africa,13,23,"2000 South Africa tour of Argentina, Great Britain and Ireland",Millennium Stadium,Cardiff,Wales,False,False,away_team
1635,2000-12-02,England,South Africa,25,17,2000 Autumn International,Twickenham,London,England,False,False,home_team
1636,2001-02-03,Italy,Ireland,22,41,2001 Six Nations Championship,Stadio Flaminio,Rome,Italy,False,False,away_team
1637,2001-02-03,Wales,England,15,44,2001 Six Nations Championship,Millennium Stadium,Cardiff,Wales,False,False,away_team
1638,2001-02-04,France,Scotland,16,6,2001 Six Nations Championship,Stade de France,Saint-Denis,France,False,False,home_team
1639,2001-02-17,England,Italy,80,23,2001 Six Nations Championship,Twickenham,London,England,False,False,home_team
1640,2001-02-17,Ireland,France,22,15,2001 Six Nations Championship,Lansdowne Road,Dublin,Ireland,False,False,home_team
1641,2001-02-17,Scotland,Wales,28,28,2001 Six Nations Championship,Murrayfield Stadium,Edinburgh,Scotland,False,False,
1642,2001-03-03,Italy,France,19,30,2001 Six Nations Championship,Stadio Flaminio,Rome,Italy,False,False,away_team
1643,2001-03-03,England,Scotland,43,3,2001 Six Nations Championship,Twickenham Stadium,London,England,False,False,home_team
1644,2001-03-17,France,Wales,35,43,2001 Six Nations Championship,Stade de France,Paris,France,False,False,away_team
1645,2001-03-17,Scotland,Italy,23,19,2001 Six Nations Championship,Murrayfield,Edinburgh,Scotland,False,False,home_team
1646,2001-04-07,England,France,48,19,2001 Six Nations Championship,Twickenham,London,England,False,False,home_team
1647,2001-04-08,Italy,Wales,23,33,2001 Six Nations,Stadio Flaminio,Rome,Italy,False,False,away_team
1648,2001-06-16,South Africa,France,23,32,2001 France rugby union tour,Ellis Park,Johannesburg,South Africa,False,False,away_team
1649,2001-06-23,South Africa,France,20,15,2001 France rugby union tour,Kings Park,Durban,South Africa,False,False,home_team
1650,2001-06-23,New Zealand,Argentina,67,19,2001 Argentina tour of New Zealand and Great Britain,Jade Stadium,Christchurch,New Zealand,False,False,home_team
1651,2001-06-30,New Zealand,France,37,12,2001 French tour,WestpacTrust Stadium,Wellington,New Zealand,False,False,home_team
1652,2001-06-30,South Africa,Italy,60,14,2001 Italy rugby union tour,Boet Erasmus Stadium,Port Elizabeth,South Africa,False,False,home_team
1653,2001-07-14,Argentina,Italy,38,17,2001 Italy rugby union tour of Argentina,Ferrocaril Oeste,Buenos Aires,Argentina,False,False,home_team
1654,2001-07-21,South Africa,New Zealand,3,12,2001 Tri Nations Series,Newlands,Cape Town,South Africa,False,False,away_team
1655,2001-07-28,South Africa,Australia,20,15,2001 Tri Nations Series,Loftus Versfeld Stadium,Pretoria,South Africa,False,False,home_team
1656,2001-08-11,New Zealand,Australia,15,23,2001 Tri Nations Series,Carisbrook,Dunedin,New Zealand,False,False,away_team
1657,2001-08-18,Australia,South Africa,14,14,2001 Tri Nations Series,Subiaco Oval,Perth,Australia,False,False,
1658,2001-08-25,New Zealand,South Africa,26,15,2001 Tri Nations Series,Eden Park,Auckland,New Zealand,False,False,home_team
1659,2001-09-01,Australia,New Zealand,29,26,2001 Tri Nations Series,Stadium Australia,Sydney,Australia,False,False,home_team
1660,2001-09-22,Scotland,Ireland,32,10,2001 Six Nations Championship,Murrayfield Stadium,Edinburgh,Scotland,False,False,home_team
1661,2001-10-13,Wales,Ireland,6,36,2001 Six Nations Championship,Millennium Stadium,Cardiff,Wales,False,False,away_team
1662,2001-10-20,Ireland,England,20,14,2001 Six Nations Championship,Lansdowne Road,Dublin,Ireland,False,False,home_team
1663,2001-11-10,Wales,Argentina,16,30,2001 Autumn International,Millennium Stadium,Cardiff,Wales,False,False,away_team
1664,2001-11-10,England,Australia,21,15,2001 Autumn International,Twickenham Stadium,London,England,False,False,home_team
1665,2001-11-10,France,South Africa,20,10,2001 Autumn International,Stade de France,Saint-Denis,France,False,False,home_team
1666,2001-11-17,France,Australia,14,13,2001 Australia tour of Europe,Stade Vélodrome,Marseille,France,False,False,home_team
1667,2001-11-17,Ireland,New Zealand,29,40,2001 New Zealand rugby union tour,Lansdowne Road,Dublin,Ireland,False,False,away_team
1668,2001-11-17,Italy,South Africa,26,54,2001 autumn internationals,Stadio Luigi Ferraris,Genoa,Italy,False,False,away_team
1669,2001-11-18,Scotland,Argentina,16,25,2001 Autumn International,Murrayfield Stadium,Edinburgh,Scotland,False,False,away_team
1670,2001-11-24,Scotland,New Zealand,6,37,2001 New Zealand rugby union tour,Murrayfield,Edinburgh,Scotland,False,False,away_team
1671,2001-11-24,England,South Africa,29,9,2001 Autumn International,Twickenham,London,England,False,False,home_team
1672,2001-11-25,Wales,Australia,13,21,2001 Australia tour of Europe,Millennium Stadium,Cardiff,Wales,False,False,away_team
1673,2001-12-01,Argentina,New Zealand,20,24,"2004 New Zealand tour of Ireland, Scotland and Argentina",River Plate Stadium,Buenos Aires,Argentina,False,False,away_team
1674,2002-02-02,Scotland,England,3,29,2002 Six Nations Championship,Murrayfield Stadium,Edinburgh,Scotland,False,False,away_team
1675,2002-02-02,France,Italy,33,12,2002 Six Nations Championship,Stade de France,Saint-Denis,France,False,False,home_team
1676,2002-02-03,Ireland,Wales,54,10,2002 Six Nations Championship,Lansdowne Road,Dublin,Ireland,False,False,home_team
1677,2002-02-16,Wales,France,33,37,2002 Six Nations Championship,Millennium Stadium,Cardiff,Wales,False,False,away_team
1678,2002-02-16,Italy,Scotland,12,29,2002 Six Nations Championship,Stadio Flaminio,Rome,Italy,False,False,away_team
1679,2002-02-16,England,Ireland,45,11,2002 Six Nations Championship,Twickenham,London,England,False,False,home_team
1680,2002-03-02,Ireland,Scotland,43,22,2002 Six Nations Championship,Lansdowne Road,Dublin,Ireland,False,False,home_team
1681,2002-03-02,Wales,Italy,44,20,2002 Six Nations,Millennium Stadium,Cardiff,Wales,False,False,home_team
1682,2002-03-02,France,England,20,15,2002 Six Nations Championship,Stade de France,Saint-Denis,France,False,False,home_team
1683,2002-03-22,Scotland,France,10,22,2002 Six Nations Championship,Murrayfield,Edinburgh,Scotland,False,False,away_team
1684,2002-03-23,Ireland,Italy,32,17,2002 Six Nations Championship,Lansdowne Road,Dublin,Ireland,False,False,home_team
1685,2002-03-23,England,Wales,50,10,2002 Six Nations Championship,Twickenham,London,England,False,False,home_team
1686,2002-04-06,Wales,Scotland,22,27,2002 Six Nations Championship,Millennium Stadium,Cardiff,Wales,False,False,away_team
1687,2002-04-06,France,Ireland,44,5,2002 Six Nations Championship,Stade de France,Saint-Denis,France,False,False,home_team
1688,2002-04-07,Italy,England,9,45,2002 Six Nations Championship,Stadio Flaminio,Rome,Italy,False,False,away_team
1689,2002-06-08,South Africa,Wales,34,19,2002 Wales tour of South Africa,Free State Stadium,Bloemfontein,South Africa,False,False,home_team
1690,2002-06-08,New Zealand,Italy,64,10,2002 Italy rugby union tour,Waikato Stadium,Hamilton,New Zealand,False,False,home_team
1691,2002-06-15,South Africa,Wales,19,8,2002 Wales tour of South Africa,Newlands,Cape Town,South Africa,False,False,home_team
1692,2002-06-15,Argentina,France,28,27,2002 France tour of Argentina and Australia,José Amalfitani Stadium,Buenos Aires,Argentina,False,False,home_team
1693,2002-06-15,New Zealand,Ireland,15,6,2002 Ireland rugby union tour of New Zealand,Carisbrook,Dunedin,New Zealand,False,False,home_team
1694,2002-06-22,Argentina,England,18,26,2002 England tour of Argentina,Vélez Sársfield,Buenos Aires,Argentina,False,False,away_team
1695,2002-06-22,New Zealand,Ireland,40,8,2002 Ireland rugby union tour of New Zealand,Eden Park,Auckland,New Zealand,False,False,home_team
1696,2002-06-22,Australia,France,29,17,2002 France tour of Argentina and Australia,Docklands Stadium,Melbourne,Australia,False,False,home_team
1697,2002-06-29,Australia,France,31,25,2002 France tour of Argentina and Australia,Stadium Australia,Sydney,Australia,False,False,home_team
1698,2002-06-29,South Africa,Argentina,49,29,2002 Argentina tour of South Africa and Europe,Pam Brink Stadium,Springs,South Africa,False,False,home_team
1699,2002-07-13,New Zealand,Australia,12,6,2002 Tri Nations Series,Lancaster Park,Christchurch,New Zealand,False,False,home_team
1700,2002-07-20,New Zealand,South Africa,41,20,2002 Tri Nations Series,Westpac Stadium,Wellington,New Zealand,False,False,home_team
1701,2002-07-27,Australia,South Africa,38,27,2002 Tri Nations Series,Brisbane Cricket Ground,Brisbane,Australia,False,False,home_team
1702,2002-08-03,Australia,New Zealand,16,14,2002 Tri Nations Series,Stadium Australia,Sydney,Australia,False,False,home_team
1703,2002-08-10,South Africa,New Zealand,23,30,2002 Tri Nations Series,Kings Park Stadium,Durban,South Africa,False,False,away_team
1704,2002-08-17,South Africa,Australia,33,31,2002 Tri Nations Series,Ellis Park Stadium,Johannesburg,South Africa,False,False,home_team
1705,2002-11-02,Argentina,Australia,6,17,2002 Australia tour of Argentina and Europe,River Plate Stadium,Buenos Aires,Argentina,False,False,away_team
1706,2002-11-09,England,New Zealand,31,28,2002 Autumn International,Twickenham,London,England,False,False,home_team
1707,2002-11-09,Ireland,Australia,18,9,2002 Autumn International,Lansdowne Road,Dublin,Ireland,False,False,home_team
1708,2002-11-09,France,South Africa,30,10,2002 end-of-year rugby union internationals,Stade Vélodrome,Marseille,France,False,False,home_team
1709,2002-11-16,Scotland,South Africa,21,6,2002 South Africa rugby union tour of Europe,Murrayfield,Edinburgh,Scotland,False,False,home_team
1710,2002-11-16,England,Australia,32,31,2002 Autumn International,Twickenham Stadium,London,England,False,False,home_team
1711,2002-11-16,France,New Zealand,20,20,2002 New Zealand tour of Europe,Stade de France,Saint-Denis,France,False,False,
1712,2002-11-16,Italy,Argentina,6,38,2002 Argentina rugby union tour of South Africa and Europe,Stadio Flaminio,Rome,Italy,False,False,away_team
1713,2002-11-23,Ireland,Argentina,16,7,2002 Autumn Internationals,Lansdowne Road,Dublin,Ireland,False,False,home_team
1714,2002-11-23,England,South Africa,53,3,2002 Autumn International,Twickenham,London,England,False,False,home_team
1715,2002-11-23,Italy,Australia,3,34,2002 Australia tour of Argentina and Europe,Stadio Luigi Ferraris,Genova,Italy,False,False,away_team
1716,2002-11-23,Wales,New Zealand,17,43,2002 Autumn International,Millennium Stadium,Cardiff,Wales,False,False,away_team
1717,2003-02-15,England,France,25,17,2003 Six Nations Championship,Twickenham,London,England,False,False,home_team
1718,2003-02-15,Italy,Wales,30,22,2003 Six Nations,Stadio Flaminio,Rome,Italy,False,False,home_team
1719,2003-02-16,Scotland,Ireland,6,36,2003 Six Nations Championship,Murrayfield Stadium,Edinburgh,Scotland,False,False,away_team
1720,2003-02-22,Italy,Ireland,13,37,2003 Six Nations Championship,Stadio Flaminio,Rome,Italy,False,False,away_team
1721,2003-02-22,Wales,England,9,26,2003 Six Nations Championship,Millennium Stadium,Cardiff,Wales,False,False,away_team
1722,2003-02-23,France,Scotland,38,3,2003 Six Nations Championship,Stade de France,Saint-Denis,France,False,False,home_team
1723,2003-03-08,Scotland,Wales,30,22,2003 Six Nations Championship,Murrayfield Stadium,Edinburgh,Scotland,False,False,home_team
1724,2003-03-08,Ireland,France,15,12,2003 Six Nations Championship,Lansdowne Road,Dublin,Ireland,False,False,home_team
1725,2003-03-09,England,Italy,40,5,2003 Six Nations Championship,Twickenham,London,England,False,False,home_team
1726,2003-03-22,England,Scotland,40,9,2003 Six Nations Championship,Twickenham Stadium,London,England,False,False,home_team
1727,2003-03-22,Wales,Ireland,24,25,2003 Six Nations Championship,Millennium Stadium,Cardiff,Wales,False,False,away_team
1728,2003-03-23,Italy,France,27,53,2003 Six Nations Championship,Stadio Flaminio,Rome,Italy,False,False,away_team
1729,2003-03-29,France,Wales,33,5,2003 Six Nations Championship,Stade de France,Paris,France,False,False,home_team
1730,2003-03-29,Scotland,Italy,33,25,2003 Six Nations Championship,Murrayfield,Edinburgh,Scotland,False,False,home_team
1731,2003-03-30,Ireland,England,6,42,2003 Six Nations Championship,Lansdowne Road,Dublin,Ireland,False,False,away_team
1732,2003-06-07,Australia,Ireland,45,16,2003 Ireland tour of Oceania,Subiaco Oval,Perth,Australia,False,False,home_team
1733,2003-06-07,South Africa,Scotland,29,25,2003 Scotland rugby union tour of South Africa,Kings Park Stadium,Durban,South Africa,False,False,home_team
1734,2003-06-14,South Africa,Scotland,28,19,2003 Scotland rugby union tour of South Africa,Ellis Park,Johannesburg,South Africa,False,False,home_team
1735,2003-06-14,Argentina,France,10,6,2003 France tour of Argentina and New Zealand,José Amalfitani Stadium,Buenos Aires,Argentina,False,False,home_team
